t,x,y,vx,vy,jacobi
50.74091015,2.32843209,-1.07155833,-1.16455861,-2.62595560,-0.90155001
50.74300454,2.32598633,-1.07705522,-1.17097075,-2.62318695,-0.90159203
50.74509894,2.32352715,-1.08254629,-1.17737608,-2.62040227,-0.90163405
50.74719333,2.32105455,-1.08803152,-1.18377456,-2.61760160,-0.90167608
50.74928773,2.31856857,-1.09351086,-1.19016614,-2.61478495,-0.90171810
50.75138212,2.31606920,-1.09898429,-1.19655078,-2.61195234,-0.90176013
50.75347652,2.31355647,-1.10445177,-1.20292845,-2.60910378,-0.90180215
50.75557091,2.31103040,-1.10991326,-1.20929911,-2.60623929,-0.90184418
50.75766531,2.30849098,-1.11536874,-1.21566271,-2.60335889,-0.90188621
50.75975970,2.30593825,-1.12081817,-1.22201922,-2.60046259,-0.90192825
50.76185410,2.30337221,-1.12626152,-1.22836859,-2.59755043,-0.90197028
50.76394849,2.30079287,-1.13169875,-1.23471079,-2.59462240,-0.90201232
50.76604289,2.29820027,-1.13712984,-1.24104577,-2.59167853,-0.90205436
50.76813728,2.29559440,-1.14255474,-1.24737350,-2.58871885,-0.90209639
50.77023168,2.29297529,-1.14797342,-1.25369393,-2.58574336,-0.90213844
50.77232607,2.29034295,-1.15338586,-1.26000703,-2.58275208,-0.90218048
50.77442047,2.28769739,-1.15879202,-1.26631275,-2.57974505,-0.90222253
50.77651486,2.28503863,-1.16419186,-1.27261106,-2.57672226,-0.90226457
50.77860926,2.28236669,-1.16958535,-1.27890191,-2.57368374,-0.90230662
50.78070365,2.27968159,-1.17497246,-1.28518528,-2.57062952,-0.90234867
50.78279805,2.27698333,-1.18035316,-1.29146110,-2.56755960,-0.90239072
50.78489244,2.27427194,-1.18572742,-1.29772936,-2.56447401,-0.90243278
50.78698684,2.27154742,-1.19109519,-1.30399000,-2.56137277,-0.90247483
50.78908123,2.26880980,-1.19645646,-1.31024299,-2.55825589,-0.90251689
50.79117563,2.26605909,-1.20181118,-1.31648829,-2.55512340,-0.90255895
50.79327002,2.26329532,-1.20715932,-1.32272586,-2.55197532,-0.90260101
50.79536442,2.26051848,-1.21250085,-1.32895565,-2.54881166,-0.90264307
50.79745881,2.25772861,-1.21783574,-1.33517764,-2.54563244,-0.90268513
50.79955321,2.25492571,-1.22316396,-1.34139178,-2.54243769,-0.90272720
50.80164760,2.25210980,-1.22848547,-1.34759804,-2.53922742,-0.90276926
50.80374200,2.24928091,-1.23380024,-1.35379636,-2.53600165,-0.90281133
50.80583639,2.24643904,-1.23910823,-1.35998672,-2.53276040,-0.90285340
50.80793079,2.24358422,-1.24440943,-1.36616907,-2.52950370,-0.90289547
50.81002518,2.24071645,-1.24970378,-1.37234338,-2.52623156,-0.90293754
50.81211958,2.23783577,-1.25499127,-1.37850961,-2.52294401,-0.90297962
50.81421397,2.23494217,-1.26027185,-1.38466772,-2.51964106,-0.90302169
50.81630837,2.23203569,-1.26554550,-1.39081766,-2.51632273,-0.90306377
50.81840276,2.22911634,-1.27081218,-1.39695941,-2.51298905,-0.90310585
50.82049716,2.22618413,-1.27607187,-1.40309292,-2.50964004,-0.90314793
50.82259155,2.22323908,-1.28132453,-1.40921815,-2.50627571,-0.90319001
50.82468595,2.22028122,-1.28657012,-1.41533506,-2.50289608,-0.90323210
50.82678034,2.21731055,-1.29180862,-1.42144362,-2.49950119,-0.90327418
50.82887474,2.21432710,-1.29703999,-1.42754379,-2.49609104,-0.90331627
50.83096914,2.21133087,-1.30226421,-1.43363553,-2.49266567,-0.90335836
50.83306353,2.20832190,-1.30748123,-1.43971880,-2.48922508,-0.90340044
50.83515793,2.20530020,-1.31269104,-1.44579356,-2.48576931,-0.90344254
50.83725232,2.20226579,-1.31789359,-1.45185977,-2.48229838,-0.90348463
50.83934672,2.19921867,-1.32308885,-1.45791740,-2.47881230,-0.90352672
50.84144111,2.19615888,-1.32827680,-1.46396641,-2.47531109,-0.90356882
50.84353551,2.19308643,-1.33345740,-1.47000676,-2.47179479,-0.90361091
50.84562990,2.19000134,-1.33863061,-1.47603841,-2.46826341,-0.90365301
50.84772430,2.18690363,-1.34379642,-1.48206132,-2.46471696,-0.90369511
50.84981869,2.18379331,-1.34895478,-1.48807546,-2.46115549,-0.90373721
50.85191309,2.18067040,-1.35410567,-1.49408078,-2.45757900,-0.90377931
50.85400748,2.17753492,-1.35924905,-1.50007726,-2.45398752,-0.90382141
50.85610188,2.17438690,-1.36438490,-1.50606484,-2.45038107,-0.90386352
50.85819627,2.17122634,-1.36951317,-1.51204351,-2.44675968,-0.90390563
50.86029067,2.16805327,-1.37463385,-1.51801320,-2.44312336,-0.90394773
50.86238506,2.16486771,-1.37974689,-1.52397390,-2.43947214,-0.90398984
50.86447946,2.16166967,-1.38485227,-1.52992555,-2.43580604,-0.90403195
50.86657385,2.15845918,-1.38994996,-1.53586814,-2.43212508,-0.90407406
50.86866825,2.15523625,-1.39503992,-1.54180160,-2.42842930,-0.90411617
50.87076264,2.15200091,-1.40012213,-1.54772592,-2.42471870,-0.90415829
50.87285704,2.14875316,-1.40519654,-1.55364104,-2.42099332,-0.90420040
50.87495143,2.14549304,-1.41026315,-1.55954695,-2.41725317,-0.90424252
50.87704583,2.14222055,-1.41532190,-1.56544358,-2.41349828,-0.90428464
50.87914022,2.13893573,-1.42037277,-1.57133092,-2.40972867,-0.90432676
50.88123462,2.13563859,-1.42541573,-1.57720892,-2.40594437,-0.90436888
50.88332901,2.13232914,-1.43045075,-1.58307755,-2.40214540,-0.90441100
50.88542341,2.12900742,-1.43547780,-1.58893676,-2.39833179,-0.90445312
50.88751780,2.12567343,-1.44049685,-1.59478653,-2.39450355,-0.90449524
50.88961220,2.12232720,-1.44550786,-1.60062681,-2.39066071,-0.90453737
50.89170659,2.11896875,-1.45051081,-1.60645757,-2.38680329,-0.90457949
50.89380099,2.11559809,-1.45550567,-1.61227877,-2.38293133,-0.90462162
50.89589538,2.11221526,-1.46049240,-1.61809038,-2.37904483,-0.90466375
50.89798978,2.10882026,-1.46547098,-1.62389235,-2.37514383,-0.90470588
50.90008417,2.10541312,-1.47044137,-1.62968465,-2.37122836,-0.90474801
50.90217857,2.10199386,-1.47540354,-1.63546725,-2.36729843,-0.90479014
50.90427296,2.09856250,-1.48035747,-1.64124011,-2.36335407,-0.90483227
50.90636736,2.09511906,-1.48530312,-1.64700319,-2.35939530,-0.90487441
50.90846175,2.09166356,-1.49024047,-1.65275646,-2.35542216,-0.90491654
50.91055615,2.08819602,-1.49516948,-1.65849987,-2.35143465,-0.90495868
50.91265054,2.08471646,-1.50009012,-1.66423340,-2.34743282,-0.90500082
50.91474494,2.08122490,-1.50500237,-1.66995701,-2.34341668,-0.90504295
50.91683933,2.07772137,-1.50990619,-1.67567065,-2.33938625,-0.90508509
50.91893373,2.07420588,-1.51480156,-1.68137431,-2.33534157,-0.90512723
50.92102812,2.07067845,-1.51968843,-1.68706793,-2.33128266,-0.90516938
50.92312252,2.06713911,-1.52456680,-1.69275148,-2.32720955,-0.90521152
50.92521691,2.06358788,-1.52943661,-1.69842493,-2.32312225,-0.90525366
50.92731131,2.06002478,-1.53429786,-1.70408825,-2.31902079,-0.90529581
50.92940570,2.05644982,-1.53915049,-1.70974139,-2.31490521,-0.90533795
50.93150010,2.05286304,-1.54399450,-1.71538432,-2.31077552,-0.90538010
50.93359450,2.04926445,-1.54882984,-1.72101700,-2.30663176,-0.90542225
50.93568889,2.04565407,-1.55365648,-1.72663940,-2.30247394,-0.90546440
50.93778329,2.04203192,-1.55847440,-1.73225149,-2.29830209,-0.90550655
50.93987768,2.03839804,-1.56328357,-1.73785323,-2.29411625,-0.90554870
50.94197208,2.03475243,-1.56808396,-1.74344458,-2.28991643,-0.90559085
50.94406647,2.03109512,-1.57287554,-1.74902551,-2.28570266,-0.90563300
50.94616087,2.02742614,-1.57765828,-1.75459598,-2.28147496,-0.90567515
50.94825526,2.02374550,-1.58243215,-1.76015595,-2.27723338,-0.90571731
50.95034966,2.02005322,-1.58719712,-1.76570541,-2.27297792,-0.90575946
50.95244405,2.01634934,-1.59195316,-1.77124429,-2.26870862,-0.90580162
50.95453845,2.01263386,-1.59670025,-1.77677259,-2.26442550,-0.90584378
50.95663284,2.00890682,-1.60143836,-1.78229024,-2.26012859,-0.90588593
50.95872724,2.00516823,-1.60616744,-1.78779724,-2.25581792,-0.90592809
50.96082163,2.00141812,-1.61088749,-1.79329353,-2.25149351,-0.90597025
50.96291603,1.99765651,-1.61559847,-1.79877908,-2.24715540,-0.90601241
50.96501042,1.99388342,-1.62030034,-1.80425387,-2.24280360,-0.90605458
50.96710482,1.99009888,-1.62499309,-1.80971785,-2.23843815,-0.90609674
50.96919921,1.98630291,-1.62967668,-1.81517099,-2.23405906,-0.90613890
50.97129361,1.98249552,-1.63435108,-1.82061325,-2.22966638,-0.90618107
50.97338800,1.97867675,-1.63901627,-1.82604461,-2.22526013,-0.90622323
50.97548240,1.97484661,-1.64367222,-1.83146502,-2.22084032,-0.90626540
50.97757679,1.97100513,-1.64831889,-1.83687446,-2.21640700,-0.90630756
50.97967119,1.96715234,-1.65295627,-1.84227289,-2.21196019,-0.90634973
50.98176558,1.96328825,-1.65758432,-1.84766027,-2.20749992,-0.90639190
50.98385998,1.95941289,-1.66220301,-1.85303658,-2.20302621,-0.90643407
50.98595437,1.95552628,-1.66681232,-1.85840177,-2.19853910,-0.90647624
50.98804877,1.95162844,-1.67141222,-1.86375582,-2.19403860,-0.90651841
50.99014316,1.94771941,-1.67600268,-1.86909868,-2.18952475,-0.90656058
50.99223756,1.94379919,-1.68058367,-1.87443033,-2.18499758,-0.90660275
50.99433195,1.93986782,-1.68515516,-1.87975074,-2.18045712,-0.90664492
50.99642635,1.93592532,-1.68971713,-1.88505986,-2.17590339,-0.90668709
50.99852074,1.93197171,-1.69426955,-1.89035767,-2.17133642,-0.90672927
51.00061514,1.92800702,-1.69881239,-1.89564413,-2.16675624,-0.90677144
51.00270953,1.92403126,-1.70334563,-1.90091921,-2.16216288,-0.90681362
51.00480393,1.92004448,-1.70786923,-1.90618288,-2.15755637,-0.90685579
51.00689832,1.91604667,-1.71238317,-1.91143510,-2.15293673,-0.90689797
51.00899272,1.91203789,-1.71688742,-1.91667584,-2.14830400,-0.90694015
51.01108711,1.90801813,-1.72138195,-1.92190506,-2.14365821,-0.90698233
51.01318151,1.90398744,-1.72586674,-1.92712274,-2.13899937,-0.90702450
51.01527590,1.89994583,-1.73034176,-1.93232884,-2.13432753,-0.90706668
51.01737030,1.89589333,-1.73480698,-1.93752333,-2.12964271,-0.90710886
51.01946469,1.89182996,-1.73926237,-1.94270618,-2.12494494,-0.90715104
51.02155909,1.88775575,-1.74370792,-1.94787734,-2.12023425,-0.90719322
51.02365348,1.88367072,-1.74814358,-1.95303680,-2.11551067,-0.90723541
51.02574788,1.87957490,-1.75256934,-1.95818451,-2.11077423,-0.90727759
51.02784227,1.87546831,-1.75698516,-1.96332045,-2.10602496,-0.90731977
51.02993667,1.87135097,-1.76139102,-1.96844458,-2.10126288,-0.90736195
51.03203106,1.86722292,-1.76578690,-1.97355687,-2.09648803,-0.90740414
51.03412546,1.86308417,-1.77017276,-1.97865729,-2.09170044,-0.90744632
51.03621986,1.85893475,-1.77454858,-1.98374581,-2.08690014,-0.90748851
51.03831425,1.85477468,-1.77891433,-1.98882239,-2.08208715,-0.90753069
51.04040865,1.85060400,-1.78327000,-1.99388700,-2.07726151,-0.90757288
51.04250304,1.84642272,-1.78761554,-1.99893961,-2.07242325,-0.90761507
51.04459744,1.84223087,-1.79195093,-2.00398019,-2.06757240,-0.90765725
51.04669183,1.83802848,-1.79627615,-2.00900871,-2.06270898,-0.90769944
51.04878623,1.83381556,-1.80059117,-2.01402513,-2.05783304,-0.90774163
51.05088062,1.82959216,-1.80489597,-2.01902943,-2.05294459,-0.90778382
51.05297502,1.82535828,-1.80919052,-2.02402157,-2.04804367,-0.90782601
51.05506941,1.82111397,-1.81347479,-2.02900151,-2.04313031,-0.90786819
51.05716381,1.81685923,-1.81774875,-2.03396924,-2.03820454,-0.90791038
51.05925820,1.81259411,-1.82201239,-2.03892472,-2.03326639,-0.90795257
51.06135260,1.80831862,-1.82626567,-2.04386791,-2.02831590,-0.90799476
51.06344699,1.80403278,-1.83050857,-2.04879878,-2.02335309,-0.90803696
51.06554139,1.79973664,-1.83474106,-2.05371732,-2.01837799,-0.90807915
51.06763578,1.79543020,-1.83896312,-2.05862347,-2.01339064,-0.90812134
51.06973018,1.79111351,-1.84317472,-2.06351722,-2.00839106,-0.90816353
51.07182457,1.78678658,-1.84737583,-2.06839853,-2.00337929,-0.90820572
51.07391897,1.78244943,-1.85156644,-2.07326737,-1.99835536,-0.90824792
51.07601336,1.77810210,-1.85574652,-2.07812371,-1.99331930,-0.90829011
51.07810776,1.77374462,-1.85991603,-2.08296752,-1.98827115,-0.90833230
51.08020215,1.76937700,-1.86407496,-2.08779876,-1.98321092,-0.90837450
51.08229655,1.76499928,-1.86822327,-2.09261742,-1.97813866,-0.90841669
51.08439094,1.76061148,-1.87236095,-2.09742346,-1.97305440,-0.90845889
51.08648534,1.75621362,-1.87648797,-2.10221684,-1.96795817,-0.90850108
51.08857973,1.75180574,-1.88060431,-2.10699754,-1.96284999,-0.90854328
51.09067413,1.74738786,-1.88470993,-2.11176553,-1.95772991,-0.90858547
51.09276852,1.74296001,-1.88880482,-2.11652078,-1.95259796,-0.90862767
51.09486292,1.73852221,-1.89288894,-2.12126326,-1.94745416,-0.90866986
51.09695731,1.73407450,-1.89696228,-2.12599293,-1.94229854,-0.90871206
51.09905171,1.72961689,-1.90102481,-2.13070977,-1.93713115,-0.90875426
51.10114610,1.72514941,-1.90507651,-2.13541375,-1.93195201,-0.90879645
51.10324050,1.72067210,-1.90911734,-2.14010484,-1.92676116,-0.90883865
51.10533489,1.71618497,-1.91314730,-2.14478301,-1.92155863,-0.90888085
51.10742929,1.71168806,-1.91716634,-2.14944823,-1.91634444,-0.90892304
51.10952368,1.70718140,-1.92117445,-2.15410047,-1.91111864,-0.90896524
51.11161808,1.70266500,-1.92517160,-2.15873970,-1.90588126,-0.90900744
51.11371247,1.69813890,-1.92915778,-2.16336589,-1.90063232,-0.90904964
51.11580687,1.69360312,-1.93313294,-2.16797901,-1.89537186,-0.90909184
51.11790126,1.68905770,-1.93709708,-2.17257904,-1.89009992,-0.90913403
51.11999566,1.68450266,-1.94105017,-2.17716595,-1.88481653,-0.90917623
51.12209005,1.67993802,-1.94499217,-2.18173969,-1.87952171,-0.90921843
51.12418445,1.67536382,-1.94892308,-2.18630026,-1.87421551,-0.90926063
51.12627884,1.67078008,-1.95284286,-2.19084762,-1.86889796,-0.90930283
51.12837324,1.66618683,-1.95675149,-2.19538173,-1.86356908,-0.90934503
51.13046763,1.66158410,-1.96064895,-2.19990258,-1.85822892,-0.90938723
51.13256203,1.65697191,-1.96453521,-2.20441013,-1.85287751,-0.90942943
51.13465642,1.65235030,-1.96841025,-2.20890435,-1.84751487,-0.90947163
51.13675082,1.64771929,-1.97227405,-2.21338522,-1.84214105,-0.90951383
51.13884522,1.64307890,-1.97612659,-2.21785271,-1.83675608,-0.90955603
51.14093961,1.63842918,-1.97996783,-2.22230679,-1.83135999,-0.90959822
51.14303401,1.63377014,-1.98379776,-2.22674743,-1.82595281,-0.90964042
51.14512840,1.62910181,-1.98761635,-2.23117460,-1.82053458,-0.90968262
51.14722280,1.62442423,-1.99142359,-2.23558828,-1.81510533,-0.90972482
51.14931719,1.61973741,-1.99521944,-2.23998844,-1.80966510,-0.90976702
51.15141159,1.61504140,-1.99900388,-2.24437505,-1.80421392,-0.90980922
51.15350598,1.61033621,-2.00277690,-2.24874808,-1.79875182,-0.90985142
51.15560038,1.60562188,-2.00653847,-2.25310750,-1.79327885,-0.90989362
51.15769477,1.60089843,-2.01028856,-2.25745330,-1.78779502,-0.90993582
51.15978917,1.59616589,-2.01402716,-2.26178543,-1.78230039,-0.90997802
51.16188356,1.59142430,-2.01775423,-2.26610388,-1.77679497,-0.91002022
51.16397796,1.58667367,-2.02146977,-2.27040862,-1.77127881,-0.91006242
51.16607235,1.58191404,-2.02517374,-2.27469961,-1.76575194,-0.91010462
51.16816675,1.57714544,-2.02886612,-2.27897683,-1.76021440,-0.91014682
51.17026114,1.57236790,-2.03254690,-2.28324026,-1.75466622,-0.91018902
51.17235554,1.56758144,-2.03621604,-2.28748987,-1.74910743,-0.91023122
51.17444993,1.56278610,-2.03987353,-2.29172563,-1.74353807,-0.91027342
51.17654433,1.55798189,-2.04351935,-2.29594752,-1.73795818,-0.91031562
51.17863872,1.55316887,-2.04715347,-2.30015550,-1.73236778,-0.91035782
51.18073312,1.54834704,-2.05077587,-2.30434955,-1.72676692,-0.91040002
51.18282751,1.54351644,-2.05438652,-2.30852965,-1.72115563,-0.91044221
51.18492191,1.53867710,-2.05798542,-2.31269577,-1.71553395,-0.91048441
51.18701630,1.53382906,-2.06157253,-2.31684789,-1.70990190,-0.91052661
51.18911070,1.52897233,-2.06514783,-2.32098596,-1.70425953,-0.91056881
51.19120509,1.52410694,-2.06871130,-2.32510998,-1.69860687,-0.91061101
51.19329949,1.51923294,-2.07226293,-2.32921992,-1.69294396,-0.91065321
51.19539388,1.51435034,-2.07580268,-2.33331574,-1.68727082,-0.91069540
51.19748828,1.50945918,-2.07933054,-2.33739743,-1.68158751,-0.91073760
51.19958267,1.50455949,-2.08284649,-2.34146495,-1.67589404,-0.91077980
51.20167707,1.49965129,-2.08635050,-2.34551828,-1.67019047,-0.91082200
51.20377146,1.49473462,-2.08984256,-2.34955740,-1.66447681,-0.91086419
51.20586586,1.48980950,-2.09332264,-2.35358229,-1.65875312,-0.91090639
51.20796025,1.48487597,-2.09679072,-2.35759290,-1.65301942,-0.91094859
51.21005465,1.47993405,-2.10024678,-2.36158923,-1.64727576,-0.91099078
51.21214904,1.47498378,-2.10369080,-2.36557125,-1.64152216,-0.91103298
51.21424344,1.47002518,-2.10712276,-2.36953892,-1.63575866,-0.91107517
51.21633783,1.46505829,-2.11054264,-2.37349223,-1.62998531,-0.91111737
51.21843223,1.46008313,-2.11395042,-2.37743114,-1.62420213,-0.91115956
51.22052662,1.45509974,-2.11734608,-2.38135565,-1.61840916,-0.91120176
51.22262102,1.45010815,-2.12072959,-2.38526571,-1.61260644,-0.91124395
51.22471541,1.44510838,-2.12410094,-2.38916131,-1.60679401,-0.91128615
51.22680981,1.44010046,-2.12746010,-2.39304243,-1.60097190,-0.91132834
51.22890420,1.43508444,-2.13080706,-2.39690903,-1.59514014,-0.91137054
51.23099860,1.43006033,-2.13414180,-2.40076109,-1.58929878,-0.91141273
51.23309299,1.42502817,-2.13746429,-2.40459859,-1.58344785,-0.91145492
51.23518739,1.41998798,-2.14077452,-2.40842151,-1.57758739,-0.91149711
51.23728178,1.41493981,-2.14407247,-2.41222981,-1.57171743,-0.91153931
51.23937618,1.40988367,-2.14735811,-2.41602348,-1.56583801,-0.91158150
51.24147058,1.40481960,-2.15063143,-2.41980250,-1.55994917,-0.91162369
51.24356497,1.39974764,-2.15389240,-2.42356683,-1.55405094,-0.91166588
51.24565937,1.39466780,-2.15714101,-2.42731646,-1.54814337,-0.91170807
51.24775376,1.38958013,-2.16037724,-2.43105136,-1.54222648,-0.91175026
51.24984816,1.38448465,-2.16360107,-2.43477151,-1.53630032,-0.91179245
51.25194255,1.37938140,-2.16681247,-2.43847689,-1.53036493,-0.91183464
51.25403695,1.37427040,-2.17001144,-2.44216746,-1.52442033,-0.91187683
51.25613134,1.36915168,-2.17319794,-2.44584322,-1.51846657,-0.91191902
51.25822574,1.36402529,-2.17637197,-2.44950412,-1.51250369,-0.91196121
51.26032013,1.35889124,-2.17953349,-2.45315016,-1.50653172,-0.91200339
51.26241453,1.35374957,-2.18268250,-2.45678131,-1.50055070,-0.91204558
51.26450892,1.34860031,-2.18581898,-2.46039755,-1.49456066,-0.91208777
51.26660332,1.34344349,-2.18894290,-2.46399885,-1.48856165,-0.91212995
51.26869771,1.33827915,-2.19205424,-2.46758519,-1.48255371,-0.91217214
51.27079211,1.33310731,-2.19515300,-2.47115655,-1.47653686,-0.91221432
51.27288650,1.32792800,-2.19823914,-2.47471290,-1.47051115,-0.91225651
51.27498090,1.32274127,-2.20131265,-2.47825423,-1.46447662,-0.91229869
51.27707529,1.31754713,-2.20437352,-2.48178051,-1.45843330,-0.91234087
51.27916969,1.31234562,-2.20742171,-2.48529172,-1.45238123,-0.91238306
51.28126408,1.30713678,-2.21045723,-2.48878783,-1.44632045,-0.91242524
51.28335848,1.30192063,-2.21348004,-2.49226883,-1.44025100,-0.91246742
51.28545287,1.29669720,-2.21649013,-2.49573470,-1.43417291,-0.91250960
51.28754727,1.29146653,-2.21948748,-2.49918540,-1.42808623,-0.91255178
51.28964166,1.28622865,-2.22247208,-2.50262093,-1.42199099,-0.91259396
51.29173606,1.28098359,-2.22544390,-2.50604125,-1.41588723,-0.91263614
51.29383045,1.27573138,-2.22840292,-2.50944635,-1.40977498,-0.91267832
51.29592485,1.27047206,-2.23134914,-2.51283620,-1.40365430,-0.91272050
51.29801924,1.26520565,-2.23428253,-2.51621079,-1.39752521,-0.91276267
51.30011364,1.25993219,-2.23720307,-2.51957009,-1.39138775,-0.91280485
51.30220803,1.25465172,-2.24011075,-2.52291408,-1.38524196,-0.91284703
51.30430243,1.24936425,-2.24300555,-2.52624274,-1.37908789,-0.91288920
51.30639682,1.24406983,-2.24588746,-2.52955605,-1.37292556,-0.91293138
51.30849122,1.23876848,-2.24875644,-2.53285399,-1.36675503,-0.91297355
51.31058561,1.23346025,-2.25161250,-2.53613654,-1.36057632,-0.91301572
51.31268001,1.22814515,-2.25445560,-2.53940368,-1.35438947,-0.91305790
51.31477440,1.22282323,-2.25728574,-2.54265538,-1.34819453,-0.91310007
51.31686880,1.21749452,-2.26010290,-2.54589163,-1.34199153,-0.91314224
51.31896319,1.21215904,-2.26290706,-2.54911240,-1.33578052,-0.91318441
51.32105759,1.20681683,-2.26569820,-2.55231769,-1.32956152,-0.91322658
51.32315198,1.20146793,-2.26847631,-2.55550745,-1.32333459,-0.91326875
51.32524638,1.19611236,-2.27124136,-2.55868168,-1.31709975,-0.91331091
51.32734077,1.19075016,-2.27399335,-2.56184036,-1.31085705,-0.91335308
51.32943517,1.18538136,-2.27673226,-2.56498346,-1.30460653,-0.91339525
51.33152956,1.18000600,-2.27945807,-2.56811097,-1.29834823,-0.91343741
51.33362396,1.17462410,-2.28217076,-2.57122287,-1.29208218,-0.91347958
51.33571835,1.16923570,-2.28487032,-2.57431913,-1.28580843,-0.91352174
51.33781275,1.16384083,-2.28755674,-2.57739974,-1.27952702,-0.91356391
51.33990714,1.15843953,-2.29022999,-2.58046468,-1.27323797,-0.91360607
51.34200154,1.15303182,-2.29289006,-2.58351393,-1.26694134,-0.91364823
51.34409594,1.14761774,-2.29553693,-2.58654746,-1.26063717,-0.91369039
51.34619033,1.14219733,-2.29817059,-2.58956527,-1.25432549,-0.91373255
51.34828473,1.13677061,-2.30079103,-2.59256733,-1.24800634,-0.91377471
51.35037912,1.13133762,-2.30339823,-2.59555362,-1.24167976,-0.91381687
51.35247352,1.12589839,-2.30599216,-2.59852412,-1.23534579,-0.91385902
51.35456791,1.12045296,-2.30857282,-2.60147882,-1.22900448,-0.91390118
51.35666231,1.11500136,-2.31114020,-2.60441770,-1.22265586,-0.91394334
51.35875670,1.10954362,-2.31369427,-2.60734074,-1.21629997,-0.91398549
51.36085110,1.10407977,-2.31623502,-2.61024791,-1.20993685,-0.91402764
51.36294549,1.09860985,-2.31876243,-2.61313921,-1.20356654,-0.91406980
51.36503989,1.09313389,-2.32127650,-2.61601461,-1.19718908,-0.91411195
51.36713428,1.08765193,-2.32377720,-2.61887410,-1.19080451,-0.91415410
51.36922868,1.08216399,-2.32626452,-2.62171765,-1.18441288,-0.91419625
51.37132307,1.07667012,-2.32873845,-2.62454525,-1.17801422,-0.91423840
51.37341747,1.07117034,-2.33119897,-2.62735689,-1.17160857,-0.91428054
51.37551186,1.06566468,-2.33364607,-2.63015254,-1.16519597,-0.91432269
51.37760626,1.06015319,-2.33607972,-2.63293218,-1.15877646,-0.91436484
51.37970065,1.05463590,-2.33849993,-2.63569581,-1.15235009,-0.91440698
51.38179505,1.04911283,-2.34090667,-2.63844340,-1.14591689,-0.91444913
51.38388944,1.04358403,-2.34329993,-2.64117493,-1.13947690,-0.91449127
51.38598384,1.03804952,-2.34567969,-2.64389039,-1.13303017,-0.91453341
51.38807823,1.03250934,-2.34804595,-2.64658976,-1.12657673,-0.91457555
51.39017263,1.02696352,-2.35039868,-2.64927302,-1.12011663,-0.91461769
51.39226702,1.02141210,-2.35273788,-2.65194016,-1.11364990,-0.91465983
51.39436142,1.01585512,-2.35506352,-2.65459116,-1.10717659,-0.91470197
51.39645581,1.01029259,-2.35737560,-2.65722601,-1.10069673,-0.91474410
51.39855021,1.00472457,-2.35967410,-2.65984468,-1.09421037,-0.91478624
51.40064460,0.99915107,-2.36195901,-2.66244716,-1.08771756,-0.91482837
51.40273900,0.99357215,-2.36423032,-2.66503344,-1.08121832,-0.91487050
51.40483339,0.98798782,-2.36648801,-2.66760349,-1.07471270,-0.91491264
51.40692779,0.98239813,-2.36873206,-2.67015730,-1.06820074,-0.91495477
51.40902218,0.97680311,-2.37096247,-2.67269486,-1.06168248,-0.91499690
51.41111658,0.97120279,-2.37317922,-2.67521615,-1.05515797,-0.91503902
51.41321097,0.96559720,-2.37538230,-2.67772116,-1.04862724,-0.91508115
51.41530537,0.95998639,-2.37757169,-2.68020986,-1.04209034,-0.91512328
51.41739976,0.95437038,-2.37974739,-2.68268225,-1.03554730,-0.91516540
51.41949416,0.94874921,-2.38190938,-2.68513830,-1.02899817,-0.91520753
51.42158855,0.94312291,-2.38405764,-2.68757800,-1.02244299,-0.91524965
51.42368295,0.93749153,-2.38619217,-2.69000134,-1.01588179,-0.91529177
51.42577734,0.93185508,-2.38831295,-2.69240830,-1.00931463,-0.91533389
51.42787174,0.92621361,-2.39041997,-2.69479887,-1.00274154,-0.91537601
51.42996613,0.92056715,-2.39251322,-2.69717303,-0.99616256,-0.91541813
51.43206053,0.91491573,-2.39459268,-2.69953077,-0.98957774,-0.91546024
51.43415492,0.90925939,-2.39665835,-2.70187206,-0.98298712,-0.91550236
51.43624932,0.90359817,-2.39871021,-2.70419691,-0.97639073,-0.91554447
51.43834371,0.89793209,-2.40074824,-2.70650528,-0.96978862,-0.91558658
51.44043811,0.89226120,-2.40277244,-2.70879718,-0.96318083,-0.91562869
51.44253251,0.88658552,-2.40478280,-2.71107257,-0.95656741,-0.91567080
51.44462690,0.88090510,-2.40677930,-2.71333146,-0.94994838,-0.91571291
51.44672130,0.87521996,-2.40876193,-2.71557382,-0.94332381,-0.91575502
51.44881569,0.86953015,-2.41073068,-2.71779965,-0.93669372,-0.91579713
51.45091009,0.86383568,-2.41268554,-2.72000892,-0.93005816,-0.91583923
51.45300448,0.85813661,-2.41462649,-2.72220162,-0.92341717,-0.91588133
51.45509888,0.85243297,-2.41655353,-2.72437774,-0.91677079,-0.91592344
51.45719327,0.84672478,-2.41846665,-2.72653727,-0.91011907,-0.91596554
51.45928767,0.84101209,-2.42036583,-2.72868019,-0.90346204,-0.91600764
51.46138206,0.83529493,-2.42225106,-2.73080649,-0.89679975,-0.91604973
51.46347646,0.82957333,-2.42412233,-2.73291616,-0.89013224,-0.91609183
51.46557085,0.82384733,-2.42597963,-2.73500917,-0.88345955,-0.91613393
51.46766525,0.81811696,-2.42782295,-2.73708553,-0.87678173,-0.91617602
51.46975964,0.81238227,-2.42965228,-2.73914521,-0.87009881,-0.91621811
